delivery_id,order_id,delivery_status,delivery_time,rider_id
196,196,Delivered,17:12:00,224
197,197,Delivered,03:39:00,87
198,198,Delivered,14:29:00,493
199,199,Delayed,11:34:00,133
200,200,Delivered,21:09:00,386
201,201,Delivered,16:32:00,15
202,202,Delivered,08:58:00,65
203,203,Delivered,07:21:00,277
204,204,Delivered,02:19:00,425
205,205,Delivered,09:56:00,195
206,206,Delivered,09:55:00,289
207,207,Delivered,19:53:00,108
208,208,Cancelled,,165
209,209,Delivered,00:47:00,473
210,210,Delivered,15:09:00,251
211,211,Delivered,00:02:00,498
212,212,Delivered,00:14:00,190
213,213,Delivered,00:20:00,47
214,214,Delivered,13:23:00,361
215,215,Delivered,04:12:00,253
216,216,Delivered,20:55:00,133
217,217,Delivered,00:29:00,349
218,218,Delivered,11:23:00,141
219,219,Delivered,02:10:00,143
220,220,Delivered,12:27:00,13
221,221,Delivered,07:38:00,321
222,222,Delivered,20:44:00,431
223,223,Delivered,12:27:00,38
224,224,Delivered,20:02:00,470
225,225,Delivered,02:13:00,34
226,226,Delivered,14:52:00,120
227,227,Delayed,15:32:00,174
228,228,Delivered,21:03:00,305
229,229,Delivered,09:27:00,318
230,230,Delivered,11:41:00,334
231,231,Delayed,05:39:00,150
232,232,Delivered,18:00:00,28
233,233,Delivered,12:23:00,355
234,234,Cancelled,,54
235,235,Delivered,01:01:00,239
236,236,Delivered,07:38:00,4
237,237,Cancelled,,300
238,238,Cancelled,,135
239,239,Delivered,06:26:00,135
240,240,Delivered,12:11:00,123
241,241,Delivered,03:18:00,67
242,242,Delivered,11:08:00,126
243,243,Delivered,05:36:00,408
244,244,Delivered,08:05:00,405
245,245,Delivered,13:46:00,165
246,246,Delivered,20:46:00,299
247,247,Delivered,14:21:00,194
248,248,Delivered,05:12:00,266
249,249,Delivered,15:38:00,189
250,250,Delivered,15:24:00,184
251,251,Delivered,10:04:00,37
252,252,Delivered,09:41:00,350
253,253,Delayed,01:22:00,178
254,254,Delivered,16:30:00,488
255,255,Delivered,17:14:00,283
256,256,Delivered,11:40:00,483
257,257,Delivered,13:49:00,157
258,258,Delivered,15:30:00,399
259,259,Delivered,05:35:00,170
260,260,Delivered,13:39:00,274
261,261,Delivered,22:46:00,54
262,262,Delivered,07:15:00,146
263,263,Delivered,13:15:00,441
264,264,Delivered,17:29:00,463
265,265,Delivered,05:52:00,301
266,266,Delivered,05:58:00,310
267,267,Delivered,16:15:00,47
268,268,Delivered,14:01:00,90
269,269,Delivered,00:07:00,485
270,270,Delayed,23:13:00,370
271,271,Delivered,03:11:00,400
272,272,Delivered,02:29:00,356
273,273,Delayed,07:38:00,59
274,274,Delivered,03:02:00,366
275,275,Delivered,21:45:00,274
276,276,Delivered,05:31:00,366
277,277,Delivered,22:37:00,367
278,278,Delayed,20:52:00,393
279,279,Delivered,01:39:00,173
280,280,Delivered,23:27:00,213
281,281,Delivered,22:01:00,481
282,282,Delivered,06:34:00,7
283,283,Delivered,22:39:00,454
284,284,Delivered,09:34:00,324
285,285,Delivered,23:36:00,312
286,286,Delivered,08:30:00,64
287,287,Delivered,02:26:00,104
288,288,Delivered,12:16:00,403
289,289,Delivered,08:17:00,125
290,290,Delivered,18:06:00,4
291,291,Delivered,08:06:00,282
292,292,Delivered,14:59:00,370
293,293,Delivered,20:50:00,140
294,294,Delivered,06:45:00,313
295,295,Delivered,15:09:00,472
296,296,Delivered,09:25:00,146
297,297,Delivered,16:16:00,3
298,298,Delivered,14:02:00,251
299,299,Delivered,05:17:00,100
300,300,Delayed,22:19:00,334
301,301,Delivered,13:17:00,358
302,302,Delivered,09:48:00,340
303,303,Delayed,14:22:00,42
304,304,Delivered,09:34:00,273
305,305,Delivered,03:39:00,409
306,306,Delivered,00:37:00,418
307,307,Cancelled,,91
308,308,Delivered,07:28:00,57
309,309,Delivered,07:24:00,462
310,310,Delivered,03:11:00,176
311,311,Delivered,01:16:00,4
312,312,Delivered,01:17:00,493
313,313,Delayed,21:13:00,456
314,314,Delivered,13:31:00,448
315,315,Delayed,05:16:00,272
316,316,Delivered,18:41:00,327
317,317,Delivered,00:10:00,205
318,318,Delivered,23:07:00,376
319,319,Delivered,19:54:00,17
320,320,Delivered,06:41:00,247
321,321,Delayed,04:11:00,83
322,322,Delivered,23:40:00,64
323,323,Delivered,07:57:00,308
324,324,Delivered,08:19:00,45
325,325,Delivered,20:12:00,489
326,326,Delivered,14:20:00,187
327,327,Delivered,04:13:00,236
328,328,Delivered,06:10:00,341
329,329,Delivered,00:21:00,362
330,330,Delivered,03:00:00,424
331,331,Delayed,17:35:00,418
332,332,Delivered,12:34:00,179
333,333,Delivered,10:28:00,439
334,334,Delivered,11:05:00,71
335,335,Delivered,07:49:00,372
336,336,Delivered,02:13:00,92
337,337,Delivered,05:26:00,18
338,338,Delivered,23:13:00,408
339,339,Delivered,13:18:00,63
340,340,Delivered,09:46:00,304
341,341,Delivered,04:28:00,442
342,342,Delivered,17:40:00,276
343,343,Delivered,07:00:00,3
344,344,Delivered,20:08:00,288
345,345,Delivered,11:08:00,217
346,346,Delivered,23:28:00,252
347,347,Delivered,23:45:00,122
348,348,Delivered,20:53:00,319
349,349,Delayed,14:21:00,347
350,350,Delivered,22:25:00,357
351,351,Delivered,21:43:00,162
352,352,Delivered,04:34:00,209
353,353,Delivered,09:34:00,141
354,354,Delivered,07:06:00,302
355,355,Cancelled,,25
356,356,Delivered,07:15:00,496
357,357,Delivered,09:47:00,80
358,358,Delivered,02:48:00,190
359,359,Delivered,07:01:00,240
360,360,Delivered,11:06:00,157
361,361,Delivered,03:44:00,381
362,362,Delivered,05:28:00,347
363,363,Delivered,00:51:00,384
364,364,Delivered,06:14:00,269
365,365,Delivered,02:06:00,192
366,366,Cancelled,,110
367,367,Delivered,11:31:00,264
368,368,Delivered,00:33:00,182
369,369,Delivered,04:14:00,271
370,370,Delivered,00:59:00,116
371,371,Delivered,19:15:00,225
372,372,Delivered,00:33:00,102
373,373,Delayed,12:03:00,102
374,374,Delivered,19:21:00,66
375,375,Delivered,04:52:00,11
376,376,Delivered,02:39:00,500
377,377,Delivered,16:59:00,317
378,378,Delivered,09:41:00,421
379,379,Delivered,06:50:00,325
380,380,Delivered,07:00:00,316
381,381,Delivered,11:03:00,114
382,382,Delivered,11:00:00,483
383,383,Delivered,06:47:00,382
384,384,Delivered,15:18:00,187
385,385,Delivered,12:22:00,381
386,386,Delivered,07:33:00,55
387,387,Delivered,07:24:00,39
388,388,Delivered,18:53:00,99
389,389,Delivered,15:37:00,224
390,390,Delivered,06:14:00,67
391,391,Delivered,13:53:00,263
392,392,Delivered,14:05:00,2
393,393,Delivered,16:06:00,133
394,394,Delivered,06:07:00,150
395,395,Delivered,22:44:00,108
396,396,Cancelled,,460
397,397,Delayed,12:39:00,91
398,398,Cancelled,,310
399,399,Delivered,08:37:00,323
400,400,Delivered,15:34:00,48
401,401,Delivered,06:35:00,84
402,402,Delivered,03:07:00,331
403,403,Delivered,21:42:00,57
404,404,Delayed,10:13:00,7
405,405,Delivered,03:37:00,289
406,406,Delivered,09:08:00,322
407,407,Delayed,03:45:00,73
408,408,Delivered,05:59:00,472
409,409,Delivered,07:58:00,183
410,410,Delivered,02:04:00,272
411,411,Delayed,21:51:00,54
412,412,Delivered,01:00:00,399
413,413,Delivered,02:49:00,373
414,414,Delivered,12:43:00,356
415,415,Delivered,13:50:00,274
416,416,Delivered,18:28:00,384
417,417,Delivered,00:57:00,69
418,418,Delivered,10:44:00,283
419,419,Delivered,05:01:00,194
420,420,Delivered,23:47:00,305
421,421,Delivered,09:02:00,417
422,422,Delivered,19:01:00,211
423,423,Delivered,02:28:00,385
424,424,Delivered,00:20:00,365
425,425,Delivered,15:15:00,48
426,426,Delivered,08:18:00,500
427,427,Delivered,22:34:00,85
428,428,Delivered,04:09:00,434
429,429,Delivered,02:47:00,466
430,430,Delivered,03:59:00,289
431,431,Delivered,00:57:00,491
432,432,Delivered,05:27:00,209
433,433,Delivered,16:41:00,149
434,434,Delivered,08:18:00,335
435,435,Delivered,12:17:00,149
436,436,Delivered,08:33:00,39
437,437,Delivered,05:58:00,445
438,438,Delivered,11:14:00,35
439,439,Cancelled,,132
440,440,Delivered,02:30:00,210
441,441,Delivered,22:00:00,350
442,442,Delivered,09:30:00,80
443,443,Delivered,02:49:00,343
444,444,Delivered,04:23:00,470
445,445,Delivered,11:48:00,109
446,446,Delivered,19:04:00,328
447,447,Delivered,15:50:00,109
448,448,Delivered,03:25:00,42
449,449,Delivered,23:11:00,28
450,450,Delivered,06:21:00,247
451,451,Delivered,00:39:00,102
452,452,Delivered,01:15:00,76
453,453,Delivered,00:30:00,439
454,454,Delivered,07:17:00,86
455,455,Delivered,13:12:00,460
456,456,Delivered,14:49:00,278
457,457,Delivered,16:04:00,305
458,458,Cancelled,,474
459,459,Delivered,03:24:00,211
460,460,Delivered,18:19:00,149
461,461,Delayed,04:31:00,64
462,462,Delivered,00:48:00,260
463,463,Delivered,23:15:00,213
464,464,Delivered,21:10:00,293
465,465,Delivered,02:40:00,66
466,466,Delivered,18:45:00,364
467,467,Delivered,21:59:00,82
468,468,Delivered,22:27:00,317
469,469,Delivered,05:04:00,399
470,470,Delayed,13:14:00,141
471,471,Delivered,04:11:00,55
472,472,Delivered,13:06:00,52
473,473,Delayed,08:05:00,161
474,474,Delivered,06:22:00,438
475,475,Delivered,05:51:00,63
476,476,Delivered,05:40:00,461
477,477,Cancelled,,48
478,478,Delayed,16:36:00,263
479,479,Delivered,13:58:00,301
480,480,Delivered,15:21:00,164
481,481,Delivered,13:10:00,231
482,482,Delivered,10:49:00,487
483,483,Delivered,15:07:00,38
484,484,Delivered,04:46:00,368
485,485,Delivered,19:58:00,109
486,486,Delivered,20:17:00,388
487,487,Delivered,17:13:00,216
488,488,Delivered,09:09:00,330
489,489,Delivered,14:01:00,271
490,490,Delivered,14:47:00,386
491,491,Cancelled,,253
492,492,Delayed,01:20:00,72
493,493,Delayed,07:20:00,418
494,494,Delivered,04:22:00,136
495,495,Delivered,05:52:00,164
496,496,Delivered,23:33:00,296
497,497,Delivered,08:02:00,365
498,498,Delivered,03:30:00,7
499,499,Delivered,12:24:00,271
500,500,Delivered,17:51:00,470
501,501,Delayed,06:58:00,352
502,502,Delivered,04:23:00,458
503,503,Delivered,15:47:00,282
504,504,Delivered,15:20:00,140
505,505,Delivered,07:20:00,272
506,506,Delivered,22:21:00,59
507,507,Delivered,19:08:00,318
508,508,Cancelled,,403
509,509,Cancelled,,95
510,510,Delivered,23:53:00,36
511,511,Delivered,14:55:00,136
512,512,Delivered,17:47:00,24
513,513,Delivered,06:16:00,52
514,514,Cancelled,,187
515,515,Delivered,11:13:00,397
516,516,Delivered,00:05:00,76
517,517,Delivered,08:58:00,221
518,518,Delivered,22:46:00,321
519,519,Delayed,23:51:00,302
520,520,Delivered,20:08:00,314
521,521,Delivered,10:48:00,475
522,522,Delivered,10:36:00,151
523,523,Delivered,02:45:00,181
524,524,Delivered,10:44:00,491
525,525,Delivered,15:01:00,113
526,526,Delayed,14:56:00,458
527,527,Delivered,00:08:00,72
528,528,Delivered,11:11:00,475
529,529,Delayed,04:03:00,161
530,530,Delivered,16:45:00,15
531,531,Delivered,21:46:00,298
532,532,Delivered,02:46:00,207
533,533,Delivered,03:14:00,333
534,534,Delivered,00:26:00,380
535,535,Delivered,20:09:00,115
536,536,Delivered,00:35:00,103
537,537,Delivered,09:13:00,427
538,538,Delivered,17:39:00,431
539,539,Delivered,22:39:00,382
540,540,Cancelled,,492
541,541,Delivered,14:02:00,238
542,542,Delivered,04:23:00,156
543,543,Delayed,05:00:00,142
544,544,Delivered,07:58:00,200
545,545,Delivered,16:46:00,143
546,546,Delivered,13:42:00,93
547,547,Delivered,00:41:00,179
548,548,Delivered,06:23:00,256
549,549,Delivered,13:24:00,33
550,550,Delayed,15:20:00,431
551,551,Delivered,13:20:00,285
552,552,Delivered,08:29:00,417
553,553,Delivered,22:34:00,18
554,554,Delivered,20:21:00,95
555,555,Delivered,20:22:00,183
556,556,Delivered,21:43:00,41
557,557,Delivered,08:21:00,12
558,558,Delivered,02:38:00,148
559,559,Delivered,11:01:00,358
560,560,Cancelled,,392
561,561,Delivered,22:57:00,253
562,562,Delivered,15:02:00,42
563,563,Delivered,04:10:00,333
564,564,Delivered,01:46:00,274
565,565,Delivered,14:11:00,221
566,566,Delivered,21:36:00,100
567,567,Delivered,21:11:00,386
568,568,Delivered,09:14:00,65
569,569,Delivered,10:20:00,337
570,570,Delivered,18:02:00,460
571,571,Delivered,23:17:00,164
572,572,Delivered,21:36:00,467
573,573,Delayed,04:28:00,73
574,574,Delivered,17:40:00,302
575,575,Delivered,17:11:00,228
576,576,Delivered,19:13:00,278
577,577,Delivered,21:18:00,372
578,578,Delivered,19:26:00,348
579,579,Delivered,09:22:00,382
580,580,Delivered,03:31:00,152
581,581,Cancelled,,396
582,582,Delivered,19:50:00,434
583,583,Delivered,02:05:00,433
584,584,Delivered,21:15:00,226
585,585,Delivered,05:14:00,447
586,586,Delivered,06:52:00,297
587,587,Delivered,09:24:00,435
588,588,Delivered,03:08:00,40
589,589,Delivered,02:42:00,74
590,590,Delivered,16:28:00,16
591,591,Delivered,04:37:00,262
592,592,Delivered,08:21:00,337
593,593,Delivered,20:18:00,281
594,594,Delivered,21:18:00,226
595,595,Delivered,11:42:00,186
596,596,Delivered,12:59:00,40
597,597,Delivered,08:39:00,65
598,598,Cancelled,,161
599,599,Delivered,18:18:00,324
600,600,Delivered,04:52:00,365
601,601,Delivered,01:36:00,68
602,602,Delivered,14:05:00,151
603,603,Delivered,03:12:00,230
604,604,Delayed,00:45:00,393
605,605,Delivered,20:54:00,233
606,606,Delivered,04:09:00,25
607,607,Delivered,10:08:00,92
608,608,Delivered,20:10:00,178
609,609,Delayed,08:09:00,470
610,610,Delivered,05:51:00,261
611,611,Delivered,00:41:00,190
612,612,Delivered,18:08:00,471
613,613,Cancelled,,143
614,614,Delivered,08:11:00,260
615,615,Delivered,02:06:00,407
616,616,Delivered,08:52:00,483
617,617,Delivered,07:18:00,102
618,618,Delivered,02:43:00,364
619,619,Delivered,22:12:00,489
620,620,Delivered,17:32:00,183
621,621,Delivered,15:01:00,340
622,622,Delivered,12:36:00,397
623,623,Cancelled,,456
624,624,Delivered,09:38:00,415
625,625,Delivered,08:11:00,158
626,626,Delivered,21:56:00,313
627,627,Delivered,13:33:00,468
628,628,Delivered,18:50:00,81
629,629,Delayed,13:15:00,376
630,630,Delivered,03:54:00,22
631,631,Cancelled,,402
632,632,Delivered,03:56:00,361
633,633,Delivered,04:23:00,100
634,634,Delayed,01:18:00,52
635,635,Delivered,15:11:00,288
636,636,Delivered,01:13:00,488
637,637,Delivered,14:24:00,245
638,638,Delivered,04:01:00,483
639,639,Delivered,18:09:00,120
640,640,Delivered,05:49:00,307
641,641,Delivered,19:12:00,121
642,642,Delivered,04:38:00,66
643,643,Delivered,15:38:00,454
644,644,Delayed,14:38:00,151
645,645,Delivered,20:12:00,268
646,646,Delivered,17:08:00,475
647,647,Delayed,00:39:00,241
648,648,Delivered,07:09:00,170
649,649,Delayed,21:58:00,322
650,650,Delayed,20:36:00,393
651,651,Delivered,03:10:00,111
652,652,Delivered,21:06:00,295
653,653,Delayed,07:28:00,111
654,654,Delivered,00:23:00,27
655,655,Delivered,11:59:00,124
656,656,Delivered,18:57:00,310
657,657,Delivered,15:26:00,404
658,658,Delivered,07:08:00,239
659,659,Delivered,13:30:00,6
660,660,Delayed,11:59:00,130
661,661,Delivered,22:54:00,357
662,662,Delivered,16:30:00,252
663,663,Delivered,02:01:00,362
664,664,Delivered,02:15:00,161
665,665,Delivered,12:21:00,163
666,666,Delivered,22:58:00,343
667,667,Delivered,03:18:00,312
668,668,Cancelled,,175
669,669,Delivered,19:39:00,471
670,670,Delivered,06:30:00,192
671,671,Delivered,04:57:00,147
672,672,Cancelled,,152
673,673,Delivered,17:39:00,396
674,674,Delivered,06:00:00,360
675,675,Delivered,19:36:00,47
676,676,Delivered,01:30:00,324
677,677,Delivered,22:49:00,360
678,678,Delivered,12:02:00,96
679,679,Delivered,15:58:00,295
680,680,Delivered,09:35:00,248
681,681,Delivered,04:31:00,489
682,682,Delivered,11:03:00,483
683,683,Delivered,02:14:00,393
684,684,Delivered,00:35:00,89
685,685,Delivered,15:44:00,351
686,686,Delivered,12:44:00,202
687,687,Delivered,08:52:00,66
688,688,Delivered,10:32:00,218
689,689,Delivered,08:12:00,121
690,690,Delivered,02:55:00,97
691,691,Delivered,22:58:00,160
692,692,Delivered,06:28:00,428
693,693,Delivered,22:48:00,7
694,694,Delivered,01:05:00,206
695,695,Delivered,21:14:00,258
696,696,Delivered,07:16:00,197
697,697,Delivered,07:28:00,447
698,698,Delivered,17:40:00,307
699,699,Delivered,01:29:00,183
700,700,Delivered,21:22:00,273
701,701,Delivered,04:50:00,221
702,702,Delivered,19:42:00,191
703,703,Delivered,12:11:00,217
704,704,Delivered,04:52:00,156
705,705,Delivered,08:19:00,383
706,706,Delivered,21:10:00,146
707,707,Delayed,23:30:00,307
708,708,Delivered,01:10:00,314
709,709,Delivered,22:30:00,244
710,710,Delivered,05:59:00,108
711,711,Delivered,23:19:00,324
712,712,Delivered,13:34:00,232
713,713,Delayed,20:19:00,12
714,714,Delivered,18:42:00,436
715,715,Delivered,06:45:00,377
716,716,Delayed,11:52:00,341
717,717,Delivered,14:07:00,388
718,718,Cancelled,,172
719,719,Delivered,13:46:00,215
720,720,Delivered,03:00:00,485
721,721,Delivered,00:14:00,381
722,722,Delivered,05:56:00,123
723,723,Delivered,02:56:00,237
724,724,Delivered,16:52:00,310
725,725,Delivered,01:24:00,209
726,726,Delivered,09:56:00,367
727,727,Cancelled,,422
728,728,Delivered,21:49:00,64
729,729,Delivered,06:16:00,73
730,730,Delivered,22:40:00,364
731,731,Delivered,11:49:00,291
732,732,Delivered,01:53:00,186
733,733,Delivered,17:15:00,80
734,734,Cancelled,,436
735,735,Delivered,20:58:00,261
736,736,Delivered,12:19:00,257
737,737,Delivered,18:10:00,195
738,738,Delivered,08:03:00,399
739,739,Delivered,20:28:00,431
740,740,Delivered,13:00:00,51
741,741,Delivered,02:25:00,126
742,742,Delivered,06:35:00,283
743,743,Delivered,18:42:00,125
744,744,Delivered,11:15:00,245
745,745,Delivered,21:07:00,298
746,746,Delivered,20:21:00,234
747,747,Delivered,12:09:00,488
748,748,Delayed,23:30:00,226
749,749,Delivered,18:26:00,34
750,750,Delivered,12:08:00,94
751,751,Delivered,11:23:00,53
752,752,Delivered,11:28:00,403
753,753,Delivered,17:11:00,400
754,754,Delivered,13:47:00,182
755,755,Delivered,14:55:00,29
756,756,Delivered,01:39:00,339
757,757,Delivered,14:09:00,103
758,758,Delayed,04:23:00,371
759,759,Delayed,00:00:00,128
760,760,Delayed,02:37:00,190
761,761,Delivered,11:28:00,423
762,762,Delivered,19:59:00,294
763,763,Delivered,00:42:00,35
764,764,Delivered,07:57:00,236
765,765,Delivered,05:53:00,203
766,766,Delivered,13:31:00,17
767,767,Delivered,20:28:00,39
768,768,Delivered,18:15:00,473
769,769,Delivered,09:51:00,379
770,770,Delivered,16:11:00,420
771,771,Delivered,21:52:00,116
772,772,Delivered,19:17:00,395
773,773,Delivered,05:52:00,14
774,774,Delivered,03:18:00,118
775,775,Delivered,08:13:00,182
776,776,Delivered,01:20:00,379
777,777,Delayed,07:21:00,64
778,778,Delivered,04:55:00,482
779,779,Delivered,07:55:00,185
780,780,Delivered,13:19:00,440
781,781,Delivered,08:55:00,330
782,782,Delivered,01:47:00,290
783,783,Delivered,02:21:00,444
784,784,Delivered,14:42:00,495
785,785,Delivered,06:27:00,207
786,786,Delivered,12:29:00,377
787,787,Delivered,20:40:00,52
788,788,Delivered,04:59:00,213
789,789,Delivered,11:00:00,132
790,790,Delivered,16:45:00,293
791,791,Delivered,08:21:00,368
792,792,Delivered,07:02:00,364
793,793,Delivered,05:21:00,75
794,794,Delivered,07:02:00,325
795,795,Delivered,00:50:00,177
796,796,Delivered,16:30:00,61
797,797,Delivered,09:32:00,396
798,798,Delayed,09:14:00,329
799,799,Delivered,04:57:00,65
800,800,Delivered,18:00:00,454
801,801,Delivered,18:44:00,441
802,802,Delivered,00:05:00,192
803,803,Delivered,18:54:00,440
804,804,Delayed,15:23:00,70
805,805,Delivered,07:26:00,492
806,806,Delivered,05:58:00,487
807,807,Delivered,09:01:00,494
808,808,Delivered,07:36:00,390
809,809,Delivered,04:27:00,119
810,810,Delivered,06:15:00,467
811,811,Delivered,04:51:00,87
812,812,Delivered,04:24:00,492
813,813,Delivered,14:55:00,395
814,814,Delivered,11:33:00,183
815,815,Delivered,08:37:00,54
816,816,Delivered,20:59:00,196
817,817,Delivered,04:58:00,298
818,818,Delivered,02:05:00,437
819,819,Delivered,23:06:00,93
820,820,Delivered,01:35:00,130
821,821,Delivered,16:08:00,358
822,822,Delivered,14:50:00,89
823,823,Delivered,11:08:00,370
824,824,Delivered,13:40:00,249
825,825,Delayed,06:19:00,298
826,826,Delivered,13:55:00,48
827,827,Delivered,18:32:00,198
828,828,Delivered,08:04:00,281
